game name;start time;stage;finish time;Theory 1 - Causal Links;Theory 1 - Probabilities;Theory 1 - Omega & Alternative Expected Value;Theory 1 - Expected Probability;Theory 1 - #used attributes;Theory 1 - # links;Theory 2 - Causal Links;Theory 2 - Probabilities;Theory 2 - Omega & Alternative Expected Value;Theory 2 - Expected Probability;Theory 2 - #used attributes;Theory 2 - # links;experiments json;Theory 1 real world draw;Theory 2 real world draw;final exp draw;final exp;player decision;result (1 = won)
Lego;22.02.2024 14:31;4;22.02.2024 15:04;"{""2"":{""4"":0.1,""3"":0.3,""1"":0.1},""0"":{""2"":0.6}}";[[0.01,0.61],[0.4],[0.05,0.15000000000000002,0.35,0.45,0.15000000000000002,0.25,0.44999999999999996,0.55],[0.5],[0.3]];[0.75,0.17];0.172;5;4;"{""2"":{""1"":0.7000000000000001},""0"":{""2"":0.6,""3"":0.35000000000000003}}";[[0.04,0.64,0.39,0.99],[0.8],[0.02,0.7200000000000001],[0.1]];[0.4,0.07];0.42300000000000004;4;3;"[{""exp"":""second"",""exp_draw"":0.7440720915856093,""loglink"":{""2"":{""1"":0.7000000000000001},""0"":{""2"":0.5,""3"":0.15}},""probval"":[[0.35000000000000003,0.8500000000000001,0.5,1],[0.75],[0.25,0.9500000000000001],[0.3]],""certain"":[0.6,0.16],""expected"":0.7825},{""exp"":""first"",""exp_draw"":0.8824479604620458,""loglink"":{""2"":{""4"":0.15,""3"":0.35000000000000003,""1"":0.25},""0"":{""2"":0.6}},""probval"":[[0.35000000000000003,0.95],[0.4],[0.25,0.5,0.6000000000000001,0.8500000000000001,0.4,0.65,0.7500000000000001,1],[0.5],[0.3]],""certain"":[0.8,0.2],""expected"":0.692}]";88;79;88;1;1;1
Lego;22.02.2024 14:31;4;22.02.2024 15:06;"{""2"":{""4"":0.1,""3"":0.3,""1"":0.2},""0"":{""2"":0.6}}";[[0.01,0.61],[0.4],[0.05,0.25,0.35,0.55,0.15000000000000002,0.35,0.44999999999999996,0.65],[0.5],[0.3]];[0.75,0.17];0.19599999999999998;5;4;"{""2"":{""1"":0.7000000000000001},""0"":{""3"":0.35000000000000003,""2"":0.6}}";[[0.04,0.64,0.39,0.99],[0.8],[0.02,0.7200000000000001],[0.1]];[0.4,0.07];0.42300000000000004;4;3;"[{""exp"":""second"",""exp_draw"":0.8105167901341536,""loglink"":{""2"":{""1"":0.7000000000000001},""0"":{""3"":0.1,""2"":0.6}},""probval"":[[0.2,0.8,0.30000000000000004,0.9],[0.8],[0.2,0.9000000000000001],[0.35000000000000003]],""certain"":[0.6,0.25],""expected"":0.691},{""exp"":""first"",""exp_draw"":0.7130623290961933,""loglink"":{""2"":{""4"":0.2,""3"":0.35000000000000003,""1"":0.3},""0"":{""2"":0.8}},""probval"":[[0.01,0.81],[0.5],[0.05,0.35,0.4,0.7,0.25,0.55,0.6000000000000001,0.8999999999999999],[0.6],[0.4]],""certain"":[0.75,0.21],""expected"":0.4020000000000001}]";89;84;71;1;2;0
Lego;22.02.2024 14:30;4;22.02.2024 15:06;"{""2"":{""4"":0.1,""1"":0.2,""3"":0.4},""0"":{""2"":0.6}}";[[0.01,0.61],[0.4],[0.05,0.25,0.45,0.65,0.15000000000000002,0.35,0.55,0.75],[0.5],[0.3]];[0.75,0.17];0.22599999999999998;5;4;"{""2"":{""1"":0.7000000000000001},""0"":{""2"":0.6,""3"":0.35000000000000003}}";[[0.04,0.64,0.39,0.99],[0.8],[0.02,0.7200000000000001],[0.1]];[0.4,0.1];0.42300000000000004;4;3;"[{""exp"":""second"",""exp_draw"":0.7604304169062825,""loglink"":{""2"":{""1"":0.7000000000000001},""0"":{""2"":0.5,""3"":0.35000000000000003}},""probval"":[[0.15,0.65,0.5,1],[0.9],[0.18,0.8800000000000001],[0.2]],""certain"":[0.6,0.2],""expected"":0.6250000000000001},{""exp"":""first"",""exp_draw"":0.7379909962682926,""loglink"":{""2"":{""4"":0.2,""1"":0.3,""3"":0.4},""0"":{""2"":0.9}},""probval"":[[0.01,0.91],[0.4],[0.05,0.35,0.45,0.75,0.25,0.55,0.65,0.95],[0.5],[0.3]],""certain"":[0.8,0.25],""expected"":0.397},{""exp"":""first"",""exp_draw"":0.7705441577063519,""loglink"":{""2"":{""4"":0.2,""1"":0.3,""3"":0.45},""0"":{""2"":0.99}},""probval"":[[0.01,1],[0.4],[0.05,0.35,0.5,0.8,0.25,0.55,0.7,1],[0.5],[0.3]],""certain"":[0.88,0.31],""expected"":0.46045}]";87;70;77;1;2;0
Lego;22.02.2024 14:30;4;22.02.2024 15:06;"{""2"":{""4"":0.1,""1"":0.2,""3"":0.4},""0"":{""2"":0.6}}";[[0.01,0.61],[0.4],[0.05,0.25,0.45,0.65,0.15000000000000002,0.35,0.55,0.75],[0.5],[0.3]];[0.75,0.17];0.22599999999999998;5;4;"{""2"":{""1"":0.7000000000000001},""0"":{""2"":0.6,""3"":0.35000000000000003}}";[[0.04,0.64,0.39,0.99],[0.8],[0.02,0.7200000000000001],[0.1]];[0.4,0.07];0.42300000000000004;4;3;"[{""exp"":""second"",""exp_draw"":0.8323214410093023,""loglink"":{""2"":{""1"":0.7000000000000001},""0"":{""2"":0.5,""3"":0.2}},""probval"":[[0.3,0.8,0.5,1],[0.8],[0.2,0.9000000000000001],[0.2]],""certain"":[0.63,0.25],""expected"":0.7200000000000002},{""exp"":""first"",""exp_draw"":0.9332553350571433,""loglink"":{""2"":{""4"":0.2,""1"":0.3,""3"":0.45},""0"":{""2"":0.8}},""probval"":[[0.1,0.9],[0.3],[0.05,0.35,0.5,0.8,0.25,0.55,0.7,1],[0.5],[0.2]],""certain"":[0.42,0.37],""expected"":0.42400000000000004}]";82;83;93;1;2;1
Lego;22.02.2024 14:29;4;22.02.2024 14:39;"[{""1"":0.2,""2"":0.2}]";[[0.2,0.4,0.4,0.6000000000000001],[0.1],[0.1]];[1,1];0.24000000000000005;3;2;"[{""4"":0.3,""1"":0.3}]";"{""0"":[0.4,0.7,0.7,1],""1"":[0.3],""4"":[0.3]}";[1,0.41000000000000003];0.58;3;2;"[{""exp"":""second"",""exp_draw"":0.7444841388608817,""loglink"":[{""4"":0.3,""1"":0.3}],""probval"":{""0"":[0.4,0.7,0.7,1],""1"":[0.3],""4"":[0.3]},""certain"":[1,0.41000000000000003],""expected"":0.58}]";85;88;74;2;2;1
Lego;22.02.2024 14:28;4;22.02.2024 14:40;"[{""4"":0.15,""2"":0.2}]";"{""0"":[0.1,0.30000000000000004,0.25,0.45000000000000007],""2"":[0.3],""4"":[0.25]}";[0.2,0.25];0.1975;3;2;"[{""2"":0.3,""3"":0.2}]";"{""0"":[0.4,0.7,0.6000000000000001,0.8999999999999999],""2"":[0.1],""3"":[0.3]}";[0.66,0.3];0.49;3;2;"[{""exp"":""second"",""exp_draw"":0.9058949844875213,""loglink"":[{""2"":0.3,""3"":0.2}],""probval"":{""0"":[0.4,0.7,0.6000000000000001,0.8999999999999999],""2"":[0.1],""3"":[0.3]},""certain"":[0.66,0.3],""expected"":0.49}]";92;90;91;2;2;0
Lego;22.02.2024 14:28;4;22.02.2024 15:09;"[{""3"":0.5,""4"":0.05,""2"":0.2,""1"":0.2}]";[[0.05,0.25,0.25,0.45,0.55,0.75,0.75,0.95,0.1,0.3,0.3,0.5,0.6000000000000001,0.8,0.8,1],[0.6],[0.3],[0.2],[0.5]];[0.7000000000000001,0.2];0.355;5;4;"{""2"":{""1"":0.3},""0"":{""2"":0.3,""4"":0.01,""3"":0.05}}";[[0.03,0.32999999999999996,0.08,0.37999999999999995,0.04,0.33999999999999997,0.09,0.38999999999999996],[0.3],[0.01,0.31],[0.1],[0.05]];[0.7000000000000001,0.4];0.06549999999999999;5;4;"[{""exp"":""first"",""exp_draw"":0.8872668284116464,""loglink"":[{""3"":0.5,""4"":0.05,""2"":0.2,""1"":0.2}],""probval"":[[0.05,0.25,0.25,0.45,0.55,0.75,0.75,0.95,0.1,0.3,0.3,0.5,0.6000000000000001,0.8,0.8,1],[0.6],[0.5],[0.5],[0.5]],""certain"":[0.75,0.3],""expected"":0.545},{""exp"":""first"",""exp_draw"":0.8583993838066247,""loglink"":[{""3"":0.5,""4"":0.05,""2"":0.2,""1"":0.2}],""probval"":[[0.05,0.25,0.25,0.45,0.55,0.75,0.75,0.95,0.1,0.3,0.3,0.5,0.6000000000000001,0.8,0.8,1],[0.6],[0.6],[0.6],[0.6]],""certain"":[0.8,0.3],""expected"":0.62},{""exp"":""second"",""exp_draw"":0.9033470218407651,""loglink"":{""2"":{""1"":0.3},""0"":{""2"":0.5,""4"":0.1,""3"":0.3}},""probval"":[[0.05,0.55,0.35,0.8500000000000001,0.15000000000000002,0.65,0.44999999999999996,0.9500000000000001],[0.7000000000000001],[0.2,0.5],[0.5],[0.05]],""certain"":[0.7000000000000001,0.4],""expected"":0.41000000000000003},{""exp"":""second"",""exp_draw"":0.7974955360493456,""loglink"":{""2"":{""1"":0.3},""0"":{""2"":0.5,""4"":0.2,""3"":0.2}},""probval"":[[0.05,0.55,0.25,0.75,0.25,0.75,0.45,0.95],[0.7000000000000001],[0.4,0.7],[0.5],[0.8]],""certain"":[0.8,0.3],""expected"":0.615},{""exp"":""first"",""exp_draw"":0.8352549357441262,""loglink"":[{""3"":0.5,""4"":0.05,""2"":0.2,""1"":0.2}],""probval"":[[0.05,0.25,0.25,0.45,0.55,0.75,0.75,0.95,0.1,0.3,0.3,0.5,0.6000000000000001,0.8,0.8,1],[0.6],[0.6],[0.7000000000000001],[0.7000000000000001]],""certain"":[0.9,0.2],""expected"":0.675},{""exp"":""second"",""exp_draw"":0.8516458748335946,""loglink"":{""2"":{""1"":0.3},""0"":{""2"":0.5,""4"":0.2,""3"":0.2}},""probval"":[[0.05,0.55,0.25,0.75,0.25,0.75,0.45,0.95],[0.8],[0.7000000000000001,1],[0.8],[0.9]],""certain"":[0.8,0.3],""expected"":0.8599999999999999},{""exp"":""second"",""exp_draw"":0.8457346376824849,""loglink"":{""2"":{""1"":0.3},""0"":{""2"":0.5,""4"":0.2,""3"":0.2}},""probval"":[[0.05,0.55,0.25,0.75,0.25,0.75,0.45,0.95],[0.9500000000000001],[0.7000000000000001,1],[0.85],[0.9500000000000001]],""certain"":[0.8,0.2],""expected"":0.9024999999999999},{""exp"":""first"",""exp_draw"":0.9113792139299414,""loglink"":[{""3"":0.5,""4"":0.05,""2"":0.2,""1"":0.2}],""probval"":[[0.05,0.25,0.25,0.45,0.55,0.75,0.75,0.95,0.1,0.3,0.3,0.5,0.6000000000000001,0.8,0.8,1],[0.9500000000000001],[0.7000000000000001],[0.8],[0.8]],""certain"":[0.9,0.15],""expected"":0.8200000000000001},{""exp"":""first"",""exp_draw"":0.9154153532812952,""loglink"":[{""3"":0.5,""4"":0.05,""2"":0.2,""1"":0.2}],""probval"":[[0.05,0.25,0.25,0.45,0.55,0.75,0.75,0.95,0.1,0.3,0.3,0.5,0.6000000000000001,0.8,0.8,1],[0.9500000000000001],[0.8],[0.9],[0.9]],""certain"":[0.9,0.1],""expected"":0.8950000000000001},{""exp"":""second"",""exp_draw"":0.8187880206908477,""loglink"":{""2"":{""1"":0.3},""0"":{""2"":0.5,""4"":0.2,""3"":0.2}},""probval"":[[0.05,0.55,0.25,0.75,0.25,0.75,0.45,0.95],[0.9500000000000001],[0.7000000000000001,1],[0.85],[0.9500000000000001]],""certain"":[0.9,0.1],""expected"":0.9024999999999999}]";78;78;82;2;1;0
Lego;22.02.2024 14:28;4;22.02.2024 15:09;"[{""4"":0.05,""3"":0.5,""2"":0.2,""1"":0.2}]";[[0.05,0.25,0.25,0.45,0.55,0.75,0.75,0.95,0.1,0.3,0.3,0.5,0.6000000000000001,0.8,0.8,1],[0.4],[0.3],[0.2],[0.4]];[0.7000000000000001,0.1];0.31000000000000005;5;4;"{""2"":{""1"":0.55},""0"":{""2"":0.4,""3"":0.05}}";[[0.05,0.45,0.1,0.5],[0.15],[0.1,0.65],[0.2]];[0.6,0.11];0.13300000000000003;4;3;"[{""exp"":""first"",""exp_draw"":0.8773692937125488,""loglink"":[{""4"":0.05,""3"":0.3,""2"":0.3,""1"":0.3}],""probval"":[[0.05,0.35,0.35,0.6499999999999999,0.35,0.6499999999999999,0.6499999999999999,0.95,0.1,0.39999999999999997,0.39999999999999997,0.7,0.39999999999999997,0.7,0.7,1],[0.6],[0.8],[0.5],[0.8]],""certain"":[0.9,0.05],""expected"":0.66},{""exp"":""first"",""exp_draw"":0.8009774912631652,""loglink"":[{""4"":0.05,""3"":0.3,""2"":0.3,""1"":0.3}],""probval"":[[0.05,0.35,0.35,0.6499999999999999,0.35,0.6499999999999999,0.6499999999999999,0.95,0.1,0.39999999999999997,0.39999999999999997,0.7,0.39999999999999997,0.7,0.7,1],[0.8],[0.9],[0.6],[0.9]],""certain"":[0.9,0.05],""expected"":0.785},{""exp"":""first"",""exp_draw"":0.834356584959497,""loglink"":[{""4"":0.05,""3"":0.3,""2"":0.3,""1"":0.3}],""probval"":[[0.05,0.35,0.35,0.6499999999999999,0.35,0.6499999999999999,0.6499999999999999,0.95,0.1,0.39999999999999997,0.39999999999999997,0.7,0.39999999999999997,0.7,0.7,1],[0.9],[0.9],[0.9],[0.9]],""certain"":[0.9,0.05],""expected"":0.905},{""exp"":""first"",""exp_draw"":0.9245133524249387,""loglink"":[{""4"":0.05,""3"":0.3,""2"":0.3,""1"":0.3}],""probval"":[[0.05,0.35,0.35,0.6499999999999999,0.35,0.6499999999999999,0.6499999999999999,0.95,0.1,0.39999999999999997,0.39999999999999997,0.7,0.39999999999999997,0.7,0.7,1],[0.8],[0.9],[0.9],[0.9]],""certain"":[0.9,0.05],""expected"":0.875}]";84;75;92;1;1;1
Lego;20.02.2024 15:38;4;20.02.2024 16:30;"{""0"":{""2"":0.5,""3"":0.15},""2"":{""4"":0.65},""3"":{""1"":0.4}}";[[0.05,0.55,0.2,0.7000000000000001],[0.5],[0.05,0.7000000000000001],[0.3,0.7],[0.4]];[0.35000000000000003,0.2];0.28;5;4;"[{""1"":0.65,""3"":0.3},{""4"":0.15,""2"":0.5}]";[[0.05,0.7000000000000001,0.35,1],[0.25,0.75,0.4,0.9],[0.35000000000000003],[0.3],[0.2]];[0.2,0.4];0.43575;5;4;"[{""exp"":""first"",""exp_draw"":0.8684667994563262,""loglink"":{""0"":{""2"":0.5,""3"":0.2},""2"":{""4"":0.65},""3"":{""1"":0.45}},""probval"":[[0.25,0.75,0.45,0.95],[0.55],[0.05,0.7000000000000001],[0.35000000000000003,0.8],[0.4]],""certain"":[0.45,0.2],""expected"":0.5245000000000001}]";87;83;87;1;1;1
Lego;20.02.2024 15:38;4;20.02.2024 16:30;"{""0"":{""2"":0.5,""3"":0.15},""3"":{""1"":0.4},""2"":{""4"":0.65}}";[[0.05,0.55,0.2,0.7000000000000001],[0.5],[0.05,0.7000000000000001],[0.3,0.7],[0.4]];[0.35000000000000003,0.2];0.28;5;4;"[{""3"":0.3,""1"":0.65},{""2"":0.5,""4"":0.15}]";[[0.05,0.7000000000000001,0.35,1],[0.25,0.75,0.4,0.9],[0.35000000000000003],[0.3],[0.2]];[0.2,0.4];0.43574999999999997;5;4;"[{""exp"":""first"",""exp_draw"":0.9214099918026469,""loglink"":{""0"":{""2"":0.5,""3"":0.2},""3"":{""1"":0.45},""2"":{""4"":0.65}},""probval"":[[0.25,0.75,0.45,0.95],[0.55],[0.05,0.7000000000000001],[0.35000000000000003,0.8],[0.4]],""certain"":[0.45,0.2],""expected"":0.5245000000000001}]";91;90;92;1;1;1
Lego;20.02.2024 15:38;4;20.02.2024 16:30;"{""0"":{""2"":0.5,""3"":0.15},""2"":{""4"":0.65},""3"":{""1"":0.4}}";[[0.05,0.55,0.2,0.7000000000000001],[0.5],[0.05,0.7000000000000001],[0.3,0.7],[0.4]];[0.35000000000000003,0.2];0.28;5;4;"{""1"":{""4"":0.15,""2"":0.5},""0"":{""3"":0.3,""1"":0.65}}";[[0.05,0.7000000000000001,0.35,1],[0.25,0.75,0.4,0.9],[0.35000000000000003],[0.3],[0.2]];[0.2,0.4];0.4357499999999999;5;4;"[{""exp"":""first"",""exp_draw"":0.9216274256129883,""loglink"":{""0"":{""2"":0.5,""3"":0.2},""2"":{""4"":0.65},""3"":{""1"":0.4}},""probval"":[[0.25,0.75,0.45,0.95],[0.55],[0.05,0.7000000000000001],[0.35000000000000003,0.75],[0.4]],""certain"":[0.45,0.2],""expected"":0.519}]";89;83;92;1;1;1
Lego;07.01.2024 1:34;4;07.01.2024 1:36;[];[[0]];[0.55,0.36];0;0;0;[];[[0]];[0.58,0.31];0;0;0;"[{""exp"":""second"",""exp_draw"":0.7628238092024547,""loglink"":[],""probval"":[[0]],""certain"":[0.58,0.31],""expected"":0}]";86;72;76;2;2;0
Lego;05.01.2024 17:46;4;05.01.2024 18:18;"[{""1"":0.24,""3"":0.24,""4"":0.24,""2"":0.24}]";[[0.02,0.26,0.26,0.5,0.26,0.5,0.5,0.74,0.26,0.5,0.5,0.74,0.5,0.74,0.74,0.98],[0.8],[0.7000000000000001],[0.6],[0.5]];[0.75,0.03];0.6439999999999999;5;4;"{""0"":{""4"":0.4,""2"":0.5},""2"":{""3"":0.3,""1"":0.6}}";[[0.02,0.52,0.42000000000000004,0.92],[0.8],[0.05,0.65,0.35,0.95],[0.6],[0.7000000000000001]];[0.66,0.02];0.6550000000000001;5;4;"[{""exp"":""second"",""exp_draw"":0.8250273951902588,""loglink"":{""0"":{""4"":0.4,""2"":0.55},""2"":{""3"":0.3,""1"":0.6}},""probval"":[[0.02,0.5700000000000001,0.42000000000000004,0.9700000000000001],[0.9],[0.05,0.65,0.35,0.95],[0.7000000000000001],[0.8]],""certain"":[0.8,0.02],""expected"":0.78},{""exp"":""first"",""exp_draw"":0.8532288498119408,""loglink"":[{""1"":0.24,""3"":0.24,""4"":0.24,""2"":0.24}],""probval"":[[0.02,0.26,0.26,0.5,0.26,0.5,0.5,0.74,0.26,0.5,0.5,0.74,0.5,0.74,0.74,0.98],[0.9],[0.8],[0.8],[0.7000000000000001]],""certain"":[0.89,0.12],""expected"":0.7880000000000003}]";83;80;85;1;1;1
IBM;03.06.2024 8:55;4;03.06.2024 9:08;"{""5"":{""3"":0.5},""2"":{""5"":0.8},""4"":{""2"":0.5},""1"":{""4"":0.5},""0"":{""1"":0.6}}";[[0.1,0.7],[0.1,0.6],[0.2,1],[0.6],[0.2,0.7],[0.2,0.7]];[0.5,0.5];0.31000000000000005;6;5;"{""2"":{""3"":0.4},""0"":{""4"":0.6},""4"":{""1"":0.2},""1"":{""2"":0.1}}";[[0.1,0.7],[0.4,0.5],[0.1,0.5],[0.4],[0.5,0.7]];[0.77,0.42];0.45111999999999997;5;4;"[{""exp"":""first"",""exp_draw"":0.9035494096061846,""loglink"":{""5"":{""3"":0.5},""2"":{""5"":0.8},""4"":{""2"":0.5},""1"":{""4"":0.7000000000000001},""0"":{""1"":0.6}},""probval"":[[0.1,0.7],[0.1,0.8],[0.2,1],[0.6],[0.2,0.7],[0.2,0.7]],""certain"":[0.5,0.5],""expected"":0.37}]";95;82;90;1;1;1
IBM;30.05.2024 22:59;4;30.05.2024 23:02;[];[[0]];[0.35000000000000003,0.49];0;0;0;[];[[0]];[0.44,0.62];0;0;0;"[{""exp"":""second"",""exp_draw"":0.8197954087314601,""loglink"":[],""probval"":[[0]],""certain"":[0.44,0.62],""expected"":0}]";92;81;82;2;2;0
IBM;20.03.2024 5:00;4;20.03.2024 5:21;"{""2"":{""3"":0.6},""0"":{""5"":0.2,""2"":0.3,""4"":0.3},""4"":{""1"":0.75}}";[[0.1,0.4,0.4,0.7,0.30000000000000004,0.6000000000000001,0.6000000000000001,0.8999999999999999],[0.4],[0.3,0.8999999999999999],[0.5],[0.2,0.95],[0.7000000000000001]];[0.7000000000000001,0.1];0.5700000000000001;6;5;"{""0"":{""2"":0.15,""3"":0.3,""4"":0.3},""4"":{""1"":0.6}}";[[0.2,0.35,0.5,0.6499999999999999,0.5,0.6499999999999999,0.8,0.95],[0.3],[0.75],[0.75],[0.3,0.8999999999999999]];[0.6,0.2];0.6814999999999999;5;4;"[{""exp"":""first"",""exp_draw"":0.9192471827672429,""loglink"":{""2"":{""3"":0.6},""0"":{""5"":0.2,""2"":0.32,""4"":0.32},""4"":{""1"":0.75}},""probval"":[[0.15,0.47,0.47,0.79,0.35,0.6699999999999999,0.6699999999999999,0.99],[0.75],[0.35000000000000003,0.95],[0.8],[0.25,1],[0.7000000000000001]],""certain"":[0.9,0.22],""expected"":0.8156000000000001},{""exp"":""second"",""exp_draw"":0.7993180014929065,""loglink"":{""0"":{""2"":0.15,""3"":0.3,""4"":0.3},""4"":{""1"":0.6}},""probval"":[[0.2,0.35,0.5,0.6499999999999999,0.5,0.6499999999999999,0.8,0.95],[0.6],[0.9],[0.9],[0.3,0.8999999999999999]],""certain"":[0.6,0.2],""expected"":0.8029999999999998}]";97;82;80;2;1;1
IBM;06.01.2024 12:09;4;06.01.2024 12:17;[];[[0]];[0.67,0.76];0;0;0;[];[[0]];[0.64,0.6];0;0;0;"[{""exp"":""first"",""exp_draw"":0.9499125246741019,""loglink"":[],""probval"":[[0]],""certain"":[0.67,0.76],""expected"":0}]";95;83;95;1;1;1
Kodak;18.03.2024 20:33;4;18.03.2024 21:01;"[{""1"":0.4,""2"":0.15,""4"":0.1,""5"":0.03},{""3"":0.5}]";[[0.01,0.41000000000000003,0.16,0.56,0.11,0.51,0.26,0.66,0.04,0.44000000000000006,0.19,0.5900000000000001,0.14,0.54,0.29000000000000004,0.6900000000000001],[0.2,0.7],[0.2],[0.2],[0.15],[0.2]];[0.9,0.1];0.18100000000000005;6;5;"{""1"":{""3"":0.45,""2"":0.35000000000000003},""0"":{""1"":0.45,""4"":0.2}}";[[0.01,0.46,0.21000000000000002,0.66],[0.02,0.37000000000000005,0.47000000000000003,0.8200000000000001],[0.25],[0.2],[0.2]];[0.87,0.08];0.13887500000000003;5;4;"[{""exp"":""second"",""exp_draw"":0.9012499892105458,""loglink"":{""1"":{""3"":0.45,""2"":0.35000000000000003},""0"":{""1"":0.55,""4"":0.35000000000000003}},""probval"":[[0.05,0.6000000000000001,0.4,0.9500000000000002],[0.02,0.37000000000000005,0.47000000000000003,0.8200000000000001],[0.4],[0.35000000000000003],[0.3]],""certain"":[0.87,0.08],""expected"":0.32962500000000006},{""exp"":""first"",""exp_draw"":0.7224361919031577,""loglink"":[{""1"":0.4,""2"":0.15,""4"":0.1,""5"":0.03},{""3"":0.5}],""probval"":[[0.01,0.41000000000000003,0.16,0.56,0.11,0.51,0.26,0.66,0.04,0.44000000000000006,0.19,0.5900000000000001,0.14,0.54,0.29000000000000004,0.6900000000000001],[0.25,0.75],[0.25],[0.25],[0.2],[0.25]],""certain"":[0.9,0.1],""expected"":0.22500000000000003}]";70;85;72;1;2;1
Kodak;07.02.2024 10:28;4;07.02.2024 11:02;"{""0"":{""5"":0.1,""2"":0.1,""1"":0.1,""3"":0.1},""2"":{""4"":0.2,""1"":0.1},""4"":{""3"":0.2}}";[[0.2,0.30000000000000004,0.30000000000000004,0.4,0.30000000000000004,0.4,0.4,0.5,0.30000000000000004,0.4,0.4,0.5,0.4,0.5,0.5,0.6],[0.5],[0.2,0.30000000000000004,0.4,0.5],[0.2],[0.5,0.7],[0.2]];[0.6900000000000001,0.59];0.32580000000000003;6;7;"[{""1"":0.1,""4"":0.1,""3"":0.1,""2"":0.1},{""4"":0.1,""3"":0.1}]";[[0.1,0.2,0.2,0.30000000000000004,0.2,0.30000000000000004,0.30000000000000004,0.4,0.2,0.30000000000000004,0.30000000000000004,0.4,0.30000000000000004,0.4,0.4,0.5],[0.1,0.2,0.2,0.30000000000000004],[0.1],[0.1],[0.1]];[0.55,0.6900000000000001];0.14200000000000004;5;6;"[{""exp"":""second"",""exp_draw"":0.8476206002657823,""loglink"":[{""1"":0.1,""4"":0.1,""3"":0.1,""2"":0.1},{""4"":0.1,""3"":0.1}],""probval"":[[0.1,0.2,0.2,0.30000000000000004,0.2,0.30000000000000004,0.30000000000000004,0.4,0.2,0.30000000000000004,0.30000000000000004,0.4,0.30000000000000004,0.4,0.4,0.5],[0.1,0.2,0.2,0.30000000000000004],[0.1],[0.1],[0.1]],""certain"":[0.55,0.6900000000000001],""expected"":0.14200000000000004}]";73;90;85;2;2;1
Booking.com;06.10.2024 20:11;4;06.10.2024 20:59;"{""0"":{""4"":0.3,""3"":0.45,""2"":0.2},""4"":{""1"":0.65,""2"":0.2},""2"":{""1"":0.6},""3"":{""4"":0.8}}";[[0.01,0.21000000000000002,0.46,0.66,0.31,0.51,0.76,0.96],[0.7000000000000001],[0.07,0.6699999999999999],[0.03,0.8300000000000001],[0.15,0.8,0.35,1]];[0.55,0.2];0.58548;5;7;"{""0"":{""5"":0.15,""3"":0.2,""1"":0.25,""2"":0.2},""6"":{""5"":0.25},""2"":{""4"":0.2,""1"":0.35000000000000003,""6"":0.2,""5"":0.2},""1"":{""4"":0.4},""3"":{""1"":0.5}}";[[0.03,0.28,0.23,0.48000000000000004,0.23,0.48000000000000004,0.43000000000000005,0.68,0.18,0.43000000000000005,0.38,0.63,0.38,0.63,0.5800000000000001,0.8300000000000001],[0.35000000000000003,0.75],[0.01,0.36000000000000004,0.21000000000000002,0.56,0.21000000000000002,0.56,0.41000000000000003,0.76,0.21000000000000002,0.56,0.41000000000000003,0.76,0.41000000000000003,0.76,0.6100000000000001,0.96],[0.05,0.55],[0.4],[0.3],[0.1,0.35]];[0.45,0.2];0.33620000000000005;7;11;"[{""exp"":""second"",""exp_draw"":0.7354175231616426,""loglink"":{""0"":{""5"":0.15,""3"":0.2,""1"":0.3,""2"":0.25},""6"":{""5"":0.25},""2"":{""4"":0.2,""1"":0.35000000000000003,""6"":0.2,""5"":0.2},""1"":{""4"":0.4},""3"":{""1"":0.5}},""probval"":[[0.03,0.32999999999999996,0.28,0.58,0.23,0.53,0.48000000000000004,0.78,0.18,0.48,0.43000000000000005,0.73,0.38,0.68,0.63,0.93],[0.35000000000000003,0.75],[0.01,0.36000000000000004,0.21000000000000002,0.56,0.21000000000000002,0.56,0.41000000000000003,0.76,0.21000000000000002,0.56,0.41000000000000003,0.76,0.41000000000000003,0.76,0.6100000000000001,0.96],[0.05,0.55],[0.5],[0.45],[0.1,0.35]],""certain"":[0.55,0.2],""expected"":0.43625}]";67;78;74;2;2;1
